"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","ATECO_2007","Ateco 2007","POSIZPROF","Posizione professionale","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q3","T3-2017",38.324,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018","2018",46.579,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q2","T2-2018",45.054,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q1","T1-2018",50.798,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q4","T4-2018",48.579,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q3","T3-2018",41.884,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019","2019",42.599,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q1","T1-2019",44.344,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q2","T2-2019",45.573,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q4","T4-2019",43.681,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q3","T3-2019",36.799,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020","2020",50.167,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q2","T2-2020",51.776,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q1","T1-2020",45.18,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q3","T3-2020",47.964,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q4","T4-2020",55.749,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016","2016",1.042,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q2","T2-2016",0.192,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q1","T1-2016",1.869,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q4","T4-2016",0.651,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q3","T3-2016",1.458,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017","2017",0.925,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q1","T1-2017",1.03,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q2","T2-2017",1.062,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q4","T4-2017",0.938,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q3","T3-2017",0.672,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018","2018",1.965,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q2","T2-2018",3.049,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q1","T1-2018",2.954,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q4","T4-2018",0.796,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q3","T3-2018",1.062,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019","2019",1.878,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q1","T1-2019",1.893,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q2","T2-2019",2.471,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q4","T4-2019",1.149,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q3","T3-2019",2,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020","2020",2.743,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q2","T2-2020",3.378,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q1","T1-2020",2.505,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q3","T3-2020",2.55,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q4","T4-2020",2.539,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016","2016",2.718,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q2","T2-2016",3.353,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q1","T1-2016",2.523,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q4","T4-2016",2.363,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q3","T3-2016",2.636,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017","2017",2.311,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q1","T1-2017",2.047,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q2","T2-2017",2.466,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q4","T4-2017",2.138,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q3","T3-2017",2.594,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018","2018",2.154,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q2","T2-2018",2.28,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q1","T1-2018",1.769,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q4","T4-2018",2.042,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q3","T3-2018",2.526,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019","2019",2.307,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q1","T1-2019",2.233,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q2","T2-2019",2.495,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q4","T4-2019",2.175,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q3","T3-2019",2.323,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020","2020",2.425,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q2","T2-2020",2.461,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q1","T1-2020",2.361,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q3","T3-2020",2.272,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q4","T4-2020",2.607,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016","2016",0.169,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q2","T2-2016",0.252,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q1","T1-2016",0.089,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q4","T4-2016",0.184,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q3","T3-2016",0.152,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017","2017",0.279,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q1","T1-2017",0.201,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q2","T2-2017",0.331,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q4","T4-2017",0.251,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q3","T3-2017",0.332,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018","2018",0.243,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q2","T2-2018",0.219,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q1","T1-2018",0.208,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q4","T4-2018",0.236,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q3","T3-2018",0.311,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019","2019",0.259,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q1","T1-2019",0.276,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q2","T2-2019",0.234,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q4","T4-2019",0.301,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q3","T3-2019",0.224,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020","2020",0.321,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q2","T2-2020",0.341,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q1","T1-2020",0.397,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q3","T3-2020",0.281,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q4","T4-2020",0.267,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016","2016",1.982,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q2","T2-2016",2.109,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q1","T1-2016",2.059,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q4","T4-2016",1.737,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q3","T3-2016",2.023,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017","2017",1.722,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q1","T1-2017",1.638,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q2","T2-2017",1.795,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q4","T4-2017",1.616,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q3","T3-2017",1.839,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018","2018",1.726,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q2","T2-2018",1.758,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q1","T1-2018",1.593,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q4","T4-2018",1.81,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q3","T3-2018",1.745,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019","2019",2.141,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q1","T1-2019",2.019,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q2","T2-2019",2.239,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q4","T4-2019",1.907,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q3","T3-2019",2.4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020","2020",2.187,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q2","T2-2020",2.328,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q1","T1-2020",2.257,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q3","T3-2020",2.267,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q4","T4-2020",1.898,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016","2016",0.054,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q2","T2-2016",0.086,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q1","T1-2016",0.03,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q4","T4-2016",0.054,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q3","T3-2016",0.044,"0","il dato non raggiunge la metà della cifra minima considerata"
