"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","TITOLO_STUDIO","Titolo di studio","CITTADINANZA","Cittadinanza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2014-Q3","T3-2014",3851.57,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2015","2015",3754.465,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2015-Q1","T1-2015",3679.767,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2015-Q2","T2-2015",3816.697,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2015-Q4","T4-2015",3689.571,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2015-Q3","T3-2015",3831.823,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2016","2016",3754.02,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2016-Q2","T2-2016",3776.823,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2016-Q1","T1-2016",3651.132,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2016-Q4","T4-2016",3719.306,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2016-Q3","T3-2016",3868.82,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2017","2017",3718.083,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2017-Q1","T1-2017",3658.43,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2017-Q2","T2-2017",3723.988,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2017-Q4","T4-2017",3702.243,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2017-Q3","T3-2017",3787.671,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2018","2018",3687.529,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2018-Q2","T2-2018",3700.348,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2018-Q1","T1-2018",3614.817,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2018-Q4","T4-2018",3711.268,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2018-Q3","T3-2018",3723.683,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2019","2019",3658.589,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2019-Q1","T1-2019",3575.833,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2019-Q2","T2-2019",3655.148,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2019-Q4","T4-2019",3671.23,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2019-Q3","T3-2019",3732.146,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2020","2020",3543.524,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2020-Q2","T2-2020",3577.757,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2020-Q1","T1-2020",3498.408,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2020-Q3","T3-2020",3615.007,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","ITL","italiano-a","2020-Q4","T4-2020",3482.923,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2004","2004",5228.719,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2004-Q2","T2-2004",5206.105,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2004-Q1","T1-2004",5189.17,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2004-Q4","T4-2004",5271.237,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2004-Q3","T3-2004",5248.366,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2005","2005",5318.638,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2005-Q1","T1-2005",5259.501,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2005-Q2","T2-2005",5332.531,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2005-Q4","T4-2005",5355.362,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2005-Q3","T3-2005",5327.159,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2006","2006",5466.784,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2006-Q2","T2-2006",5512.853,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2006-Q1","T1-2006",5407.711,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2006-Q4","T4-2006",5419.823,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2006-Q3","T3-2006",5526.751,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2007","2007",5484.056,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2007-Q1","T1-2007",5438.805,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2007-Q2","T2-2007",5544.287,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2007-Q4","T4-2007",5441.105,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2007-Q3","T3-2007",5512.026,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","7","diploma","ITL","italiano-a","2008","2008",5479.799,,
