"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","CITTADINANZA","Cittadinanza","ATECO_2007","Ateco 2007","POSIZPROF","Posizione professionale","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020-Q3","T3-2020",5857.911,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020-Q4","T4-2020",6041.969,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017","2017",2303.231,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q1","T1-2017",2328.762,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q2","T2-2017",2291.61,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q4","T4-2017",2297.872,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q3","T3-2017",2294.679,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018","2018",2327.381,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q2","T2-2018",2311.979,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q1","T1-2018",2317.796,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q4","T4-2018",2350.889,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q3","T3-2018",2328.861,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019","2019",2312.581,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q1","T1-2019",2294.799,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q2","T2-2019",2332.906,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q4","T4-2019",2307.515,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q3","T3-2019",2315.105,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020","2020",2259.382,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020-Q2","T2-2020",2239.718,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020-Q1","T1-2020",2311.652,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020-Q3","T3-2020",2215.643,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020-Q4","T4-2020",2270.518,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2017","2017",1481.386,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2017-Q1","T1-2017",1451.893,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2017-Q2","T2-2017",1491.855,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2017-Q4","T4-2017",1498.919,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2017-Q3","T3-2017",1482.877,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2018","2018",1507.579,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2018-Q2","T2-2018",1546.178,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2018-Q1","T1-2018",1498.6,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2018-Q4","T4-2018",1493.924,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2018-Q3","T3-2018",1491.612,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2019","2019",1527.082,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2019-Q1","T1-2019",1508.911,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2019-Q2","T2-2019",1594.318,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2019-Q4","T4-2019",1482.99,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2019-Q3","T3-2019",1522.108,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020","2020",1483.058,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020-Q2","T2-2020",1447.395,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020-Q1","T1-2020",1481.42,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020-Q3","T3-2020",1470.007,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020-Q4","T4-2020",1533.411,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017","2017",744.657,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q1","T1-2017",762.855,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q2","T2-2017",736.219,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q4","T4-2017",743.844,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q3","T3-2017",735.709,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018","2018",740.073,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q2","T2-2018",733.057,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q1","T1-2018",725.221,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q4","T4-2018",741.52,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q3","T3-2018",760.495,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019","2019",717.39,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q1","T1-2019",702.729,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q2","T2-2019",719.852,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q4","T4-2019",724.263,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q3","T3-2019",722.716,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020","2020",726.274,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020-Q2","T2-2020",682.507,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020-Q1","T1-2020",749.219,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020-Q3","T3-2020",722.097,,
"ITFG","Mezzogiorno","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020-Q4","T4-2020",751.272,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2017","2017",519.042,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2017-Q1","T1-2017",475.542,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2017-Q2","T2-2017",511.289,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2017-Q4","T4-2017",536.734,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2017-Q3","T3-2017",552.604,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2018","2018",515.375,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2018-Q2","T2-2018",532.047,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2018-Q1","T1-2018",488.815,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2018-Q4","T4-2018",501.083,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2018-Q3","T3-2018",539.555,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2019","2019",536.514,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2019-Q1","T1-2019",524.889,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2019-Q2","T2-2019",562.281,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2019-Q4","T4-2019",528.119,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2019-Q3","T3-2019",530.767,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020","2020",515.45,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020-Q2","T2-2020",500.848,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020-Q1","T1-2020",538.009,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020-Q3","T3-2020",515.803,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020-Q4","T4-2020",507.142,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017","2017",1326.755,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q1","T1-2017",1366.304,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q2","T2-2017",1347.399,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q4","T4-2017",1295.163,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q3","T3-2017",1298.154,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018","2018",1325.122,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q2","T2-2018",1364.27,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q1","T1-2018",1309.848,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q4","T4-2018",1313.203,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q3","T3-2018",1313.167,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019","2019",1353.395,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q1","T1-2019",1333.438,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q2","T2-2019",1368.912,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q4","T4-2019",1348.2,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q3","T3-2019",1363.029,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020","2020",1296.514,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020-Q2","T2-2020",1298.311,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020-Q1","T1-2020",1344.94,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020-Q3","T3-2020",1266.429,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020-Q4","T4-2020",1276.377,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2017","2017",2191.481,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2017-Q1","T1-2017",2179.56,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2017-Q2","T2-2017",2205.195,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2017-Q4","T4-2017",2181.484,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2017-Q3","T3-2017",2199.683,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2018","2018",2246.962,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2018-Q2","T2-2018",2287.028,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2018-Q1","T1-2018",2192.268,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2018-Q4","T4-2018",2217.975,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2018-Q3","T3-2018",2290.58,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2019","2019",2251.183,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2019-Q1","T1-2019",2188.653,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2019-Q2","T2-2019",2258.7,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2019-Q4","T4-2019",2249.425,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2019-Q3","T3-2019",2307.956,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020","2020",2206.608,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020-Q2","T2-2020",2216.316,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020-Q1","T1-2020",2237.308,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020-Q3","T3-2020",2224.049,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","1","dipendenti","2020-Q4","T4-2020",2148.759,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017","2017",385.468,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q1","T1-2017",401.49,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q2","T2-2017",391.854,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q4","T4-2017",377.14,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2017-Q3","T3-2017",371.389,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018","2018",395.845,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q2","T2-2018",394.741,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q1","T1-2018",397.01,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q4","T4-2018",397.251,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2018-Q3","T3-2018",394.377,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019","2019",407.471,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q1","T1-2019",399.273,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q2","T2-2019",408.332,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q4","T4-2019",397.494,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2019-Q3","T3-2019",424.786,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020","2020",390.316,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020-Q2","T2-2020",390.758,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0012","TOTALE SERVIZI (g-u)","2","indipendenti","2020-Q1","T1-2020",380.772,,
